Frequency,S11_Real,S11_Imaginary,
2238627000,0.8091246802,0.5308458779,
2244626000,0.8246158826,0.5039067329,
2250625000,0.8404694152,0.4770053565,
2256624000,0.8552306791,0.449648705,
2262623000,0.8693630308,0.4215410281,
2268622000,0.8821276539,0.3934930245,
2274621000,0.8943307652,0.3647489193,
2280620000,0.905716853,0.335640801,
2286619000,0.9160952087,0.3063904219,
2292618000,0.9254679693,0.2768889422,
2298617000,0.9341214776,0.2470438841,
2304616000,0.9414934166,0.2171031032,
2310615000,0.9480113212,0.1870633915,
2316614000,0.9534390228,0.1569261802,
2322613000,0.9583386695,0.1267337765,
2328612000,0.9613502265,0.09607904815,
2334611000,0.9642832655,0.06558541179,
2340610000,0.9663366383,0.03457563914,
2346609000,0.9663339723,0.00383406826,
2352608000,0.9662088242,-0.02687430831,
2358607000,0.964678231,-0.05749414726,
2364606000,0.9624881637,-0.0882136542,
2370605000,0.9589266537,-0.1189384071,
2376604000,0.9544730719,-0.1490254145,
2382603000,0.9492485631,-0.1792114811,
2388602000,0.9417967431,-0.2091097753,
2394601000,0.9356009696,-0.2395391924,
2400600000,0.9270422705,-0.2690055482,
2406599000,0.917403813,-0.2982262424,
2412598000,0.9066191808,-0.3273126336,
2418597000,0.8962858505,-0.3556533934,
2424596000,0.8847366167,-0.383945248,
2430595000,0.8718638222,-0.411524779,
2436594000,0.8580909702,-0.4387764339,
2442593000,0.8430075059,-0.4662193882,
2448592000,0.8280716432,-0.494293372,
2454591000,0.8120813292,-0.518947765,
2460590000,0.7940198375,-0.5452082123,
2466589000,0.7761682243,-0.5674479708,
2472588000,0.7573857591,-0.5942673576,
2478587000,0.7379373249,-0.6175097104,
2484586000,0.7171994536,-0.6405990631,
2490585000,0.6954324549,-0.6642411272,
2496584000,0.6735972157,-0.6844157801,
2502583000,0.6514353971,-0.7055324973,
2508582000,0.6273019947,-0.7260359957,
2514581000,0.6030968785,-0.7462150028,
2520580000,0.5790990152,-0.7647992783,
2526579000,0.5538321221,-0.7825993778,
2532578000,0.528124534,-0.8007342254,
2538577000,0.5026614826,-0.8172926935,
2544576000,0.4750737643,-0.8326896917,
2550575000,0.4482588843,-0.8459030376,
2556574000,0.4206740434,-0.8619452595,
2562573000,0.3930573131,-0.8726777055,
2568572000,0.364220083,-0.8854269702,
2574571000,0.3361295713,-0.8962297419,
2580570000,0.3065318091,-0.9064095431,
2586569000,0.2759213362,-0.9155359374,
2592568000,0.2473887369,-0.9238892625,
2598567000,0.2165850886,-0.9309408891,
2604566000,0.1861129024,-0.9368558731,
2610565000,0.1559654046,-0.942899781,
2616564000,0.1253617521,-0.9468650605,
2622563000,0.09448650443,-0.9504881013,
2628562000,0.06415126364,-0.9527462579,
2634561000,0.03214952894,-0.9536222308,
2640560000,0.000822598101,-0.9542962568,
2646559000,-0.02984815397,-0.954601752,
2652558000,-0.06133450091,-0.9521183947,
2658557000,-0.09302173311,-0.9493301398,
2664556000,-0.123109772,-0.9469558651,
