Frequency,S11_Real,S11_Imaginary,
924846000,-0.6374035651,0.1219471098,
930845000,-0.5556181038,0.3365619332,
936844000,-0.4034754919,0.5080442127,
942843000,-0.2009307568,0.6143012302,
948842000,0.02623005001,0.6417200485,
954841000,0.2488643964,0.5870043714,
960840000,0.4382474974,0.4555414139,
966839000,0.5671625397,0.26483705,
972838000,0.6184537013,0.04023872286,
978837000,0.5852620511,-0.1877324602,
984836000,0.4718603835,-0.3879805558,
990835000,0.2945851508,-0.5325690656,
996834000,0.07785985515,-0.6024320882,
1002833000,-0.1485851046,-0.5896321764,
1008832000,-0.3533671809,-0.4964434664,
1014831000,-0.509473717,-0.3366347015,
1020830000,-0.5968378361,-0.1329192254,
1026829000,-0.605711369,0.0872581645,
1032828000,-0.5352758671,0.2949937877,
1038827000,-0.3960448601,0.4636213401,
1044826000,-0.2055205985,0.570020948,
1050825000,0.009810658093,0.6017441637,
1056824000,0.2228925527,0.5545516056,
1062823000,0.4037232124,0.4335276213,
1068822000,0.5287883381,0.2545396931,
1074821000,0.5811770118,0.04322108949,
1080820000,0.5535746356,-0.1721630606,
1086819000,0.4506326017,-0.3626088225,
1092818000,0.2870500634,-0.502806477,
1098817000,0.08481811552,-0.5753996945,
1104816000,-0.1288547523,-0.5714026878,
1110815000,-0.3258896607,-0.4923442814,
1116814000,-0.4822744351,-0.3495826634,
1122813000,-0.5782558736,-0.1612873962,
1128812000,-0.6025980508,0.04841056021,
1134811000,-0.5522687018,0.2533591469,
1140810000,-0.4321562649,0.4282674038,
1146809000,-0.2578078021,0.5501482067,
1152808000,-0.05070884054,0.6032979722,
1158807000,0.1627176036,0.5792284637,
1164806000,0.3545981332,0.479875629,
1170805000,0.4976943305,0.3177351863,
1176804000,0.5732397916,0.1142447008,
1182803000,0.5699070205,-0.1029034095,
1188802000,0.4884808698,-0.3040705428,
1194801000,0.3404928485,-0.4612974845,
1200800000,0.1465347369,-0.552940414,
1206799000,-0.06574986182,-0.5684947064,
1212798000,-0.2678715839,-0.5073301129,
1218797000,-0.4332921151,-0.3789421875,
1224796000,-0.5410115087,-0.2012396388,
1230795000,-0.5781453653,0.002131578837,
1236794000,-0.5408141682,0.2040189616,
1242793000,-0.4340616733,0.3786454003,
1248792000,-0.2715409496,0.5040136269,
1254791000,-0.07580216714,0.5616309031,
1260790000,0.1269517577,0.5460265357,
1266789000,0.3102304377,0.4580251209,
1272788000,0.4494962435,0.3096448349,
1278787000,0.5257852362,0.1206231149,
1284786000,0.5281978192,-0.08209571544,
1290785000,0.4573301649,-0.272089305,
1296784000,0.3228595193,-0.4216212516,
1302783000,0.1450451945,-0.512908197,
1308782000,-0.05287919481,-0.5338897879,
1314781000,-0.2442970107,-0.4836782417,
1320780000,-0.4038742076,-0.3692215293,
1326779000,-0.5123996477,-0.2061561077,
1332778000,-0.5563141842,-0.01534676637,
1338777000,-0.5301739672,0.1778500127,
1344776000,-0.4371207783,0.3497236128,
1350775000,-0.2884273419,0.4781099882,
1356774000,-0.1039864638,0.5435790653,
1362773000,0.09249631138,0.5396203928,
1368772000,0.2749838136,0.4643129784,
1374771000,0.4178047404,0.3276245426,
1380770000,0.5014066383,0.1484001056,
1386769000,0.5137911847,-0.04881279221,
1392768000,0.453660357,-0.23574076,
1398767000,0.3309752769,-0.3866278892,
1404766000,0.1628154995,-0.4833332998,
1410765000,-0.026556058,-0.5127863737,
1416764000,-0.2127591337,-0.4729976403,
1422763000,-0.3718968922,-0.3715071186,
1428762000,-0.4844647083,-0.2206506645,
1434761000,-0.5374740203,-0.04145098839,
1440760000,-0.5242193918,0.1450648503,
1446759000,-0.4474912257,0.3150487373,
1452758000,-0.3154882313,0.4485406708,
1458757000,-0.1452297381,0.5274026189,
1464756000,0.04375562894,0.5408816593,
1470755000,0.2262960303,0.4857775849,
1476754000,0.3782959395,0.3685652996,
1482753000,0.4778350964,0.2032065321,
1488752000,0.5106556421,0.01332057937,
1494751000,0.4717883933,-0.1757418593,
1500750000,0.3687459778,-0.3367078848,
1506749000,0.2120587942,-0.4476190475,
1512748000,0.02840215493,-0.4950189335,
1518747000,-0.1578331238,-0.472885906,
